,Advanced Economies,Argentina,Australia,Austria,Belgium,Bulgaria,Bahrain,Belarus,Brazil,Canada,Switzerland,Chile,China,Colombia,Cyprus,Czech Republic,Germany,Denmark,Dominican Republic,Algeria,EMDE East Asia & Pacific,EMDE Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Emerging Market and Developing Economies (EMDEs),Spain,Estonia,Finland,France,United Kingdom,Greece,High Income Countries,"Hong Kong SAR, China",Croatia,Hungary,India,Ireland,Iceland,Israel,Italy,Jordan,Japan,Kazakhstan,"Korea, Rep.",EMDE Latin America & Caribbean,Low-Income Countries (LIC),Sri Lanka,Lithuania,Luxembourg,Latvia,Morocco,"Moldova, Rep.",Mexico,Middle-Income Countries (MIC),North Macedonia,Malta,EMDE Middle East & N. Africa,Netherlands,Norway,New Zealand,Pakistan,Peru,Philippines,Poland,Portugal,Romania,Russian Federation,EMDE South Asia,Saudi Arabia,Singapore,EMDE Sub-Saharan Africa,Slovakia,Slovenia,Sweden,Thailand,Tunisia,Turkey,"Taiwan, China",Uruguay,United States,"Venezuela, RB",Vietnam,World (WBG members),South Africa
1998M09,6.786143,NA,7.602282,7.279287,9.524181,11.47,NA,NA,NA,8.2,3.461384,NA,NA,NA,NA,7,7.84598,NA,NA,28,NA,11.29051,NA,NA,NA,16.3,9.8,10.86028,9.785185,6.2,NA,6.903583,5.202015,NA,NA,NA,7.1,NA,10.2,NA,14.4,4.308565,NA,NA,NA,NA,9.2,6.2,2.80449,7.8,NA,NA,NA,NA,NA,NA,NA,NA,2.8,7.685532,5.89,NA,9.7,10,4.757175,9.5,12.191,NA,NA,3.3,NA,14.36,14.4,8.494829,NA,NA,NA,2.8,10.1,4.6,NA,NA,NA,NA
1998M10,6.713635,NA,7.305738,7.159871,9.274335,11.69,NA,NA,NA,8,3.343107,NA,NA,NA,NA,7.2,7.762765,NA,NA,28,NA,11.53678,NA,NA,NA,16,10.1,10.65319,9.785185,6.2,NA,6.843425,5.435083,NA,NA,NA,7,NA,NA,NA,14.4,4.336841,NA,NA,NA,NA,9.2,6.3,2.873659,8.4,NA,NA,NA,NA,NA,NA,NA,NA,2.7,8.076606,5.89,NA,10.6,10.2,4.769061,9.8,12.45066,NA,NA,3.4,NA,14.71,14.5,8.277738,NA,NA,NA,2.9,9.9,4.5,NA,NA,NA,NA
1998M11,6.677472,NA,7.678578,7.081586,9.04284,12,NA,NA,NA,8,3.260963,NA,NA,NA,NA,7.3,7.709492,NA,NA,28,NA,11.78693,NA,NA,NA,15.7,10.1,10.63384,9.796296,6.1,NA,6.81581,5.589835,17.2,NA,NA,6.8,NA,NA,NA,14.4,4.477615,NA,NA,NA,NA,9.2,6.6,2.735069,9,NA,NA,NA,NA,NA,NA,NA,NA,2.9,8.099978,5.89,NA,10.6,10.3,4.738839,10,12.75147,NA,NA,3.4,NA,14.99,14.4,8.042372,NA,NA,NA,2.9,10.4,4.4,NA,NA,NA,NA
1998M12,6.666743,NA,7.138647,7.031329,8.955914,12.13,NA,NA,NA,8.1,3.221619,NA,NA,NA,NA,7.4,7.76999,NA,NA,28,NA,12.06583,NA,NA,NA,15.4,10.1,10.94363,9.818519,6.2,NA,6.81623,5.938124,17.3,NA,NA,6.6,NA,10.1,NA,14.4,4.469117,NA,NA,NA,NA,9.2,6.7,2.595854,9.3,NA,NA,NA,NA,NA,NA,NA,NA,2.8,7.996,5.89,NA,10.6,10.5,4.684589,10.3,13.07236,NA,NA,3.4,NA,15.37,14.4,7.826409,NA,NA,NA,2.9,10.6,4.4,NA,NA,NA,NA
1999M01,6.605129,NA,7.100983,6.992754,8.953434,12.2,NA,NA,NA,7.9,3.159989,NA,NA,NA,NA,7.8,7.682324,NA,NA,29.2,NA,12.68597,NA,NA,NA,14.8,11.6,10.51962,9.896296,6.2,NA,6.773389,6.2092,17.4,7.374074,NA,6.5,NA,NA,NA,11.6,4.561769,NA,NA,NA,NA,8.9,7,2.734725,9.3,NA,NA,NA,NA,NA,NA,NA,NA,2.7,7.49832,5.89,NA,9.8,10.8,4.517987,10.5,13.90121,NA,4.256592,3.1,NA,15.57,14.1,7.80857,NA,NA,NA,3,10.9,4.3,14.51031,NA,NA,NA
1999M02,6.621909,NA,7.075328,7.028834,9.00191,12.36,NA,NA,NA,7.9,3.075227,NA,NA,NA,NA,8.1,7.635073,NA,NA,29.2,NA,12.81899,NA,NA,NA,14.3,11.6,10.49121,9.907407,6.2,NA,6.805919,6.26437,17.4,7.185185,NA,6.3,NA,NA,NA,11.6,4.631845,NA,NA,NA,NA,8.9,7.3,2.753493,9.6,NA,NA,NA,NA,NA,NA,NA,NA,2.7,7.412824,5.89,NA,9.8,11.2,4.485653,10.9,13.95366,NA,4.277671,3.1,NA,15.71,14,7.520043,NA,NA,NA,2.7,11.2,4.4,14.2309,NA,NA,NA
1999M03,6.530409,NA,6.961332,6.908676,9.069271,12.36,NA,NA,NA,7.9,2.992824,NA,NA,NA,NA,8.5,7.600463,NA,NA,29.2,NA,12.73143,NA,NA,NA,13.9,11.6,10.42514,9.896296,6.2,NA,6.733143,6.311485,17.7,7.040741,NA,6.2,NA,11.1,NA,11.6,4.667698,NA,NA,NA,NA,8.9,7.8,2.733379,9.8,NA,NA,NA,NA,NA,NA,NA,NA,2.9,7.335602,5.89,NA,9.8,11.4,4.492141,11.1,13.73895,NA,4.289432,3.1,NA,16.15,14,7.427214,NA,NA,NA,2.9,11.4,4.2,14.15586,NA,NA,NA
1999M04,6.569594,NA,6.965338,6.922114,8.989778,12.61,NA,NA,NA,8.2,2.895036,NA,NA,NA,NA,8.6,7.634994,NA,NA,29.2,NA,12.59771,NA,NA,NA,13.6,11.9,10.40238,9.862963,6.1,NA,6.773504,6.234496,18.1,6.940741,NA,6.1,NA,NA,NA,11.6,4.740091,NA,NA,NA,NA,8.9,7.8,2.752902,9.9,NA,NA,NA,NA,NA,NA,NA,NA,2.9,7.352479,5.89,NA,9.6,11.5,4.736747,11.2,13.47412,NA,4.303206,2.7,NA,16.39,14,7.391446,NA,NA,NA,3,11.3,4.3,13.99127,NA,NA,NA
1999M05,6.488593,NA,6.932878,6.725649,8.917124,12.87,NA,NA,NA,7.9,2.802538,NA,NA,NA,NA,8.7,7.591198,NA,NA,29.2,NA,12.45939,NA,NA,NA,13.5,11.9,10.81469,9.807407,6,NA,6.711005,6.251993,18.4,6.885185,NA,6.1,NA,NA,NA,11.6,4.697643,NA,NA,NA,NA,8.9,8,2.664243,10,NA,NA,NA,NA,NA,NA,NA,NA,2.9,7.27739,5.89,NA,9.6,11.7,4.737216,11.3,13.17508,NA,4.319657,2.7,NA,16.9,13.9,6.898345,NA,NA,NA,3,11.4,4.2,14.72832,NA,NA,NA
1999M06,6.499033,NA,6.723985,6.66296,8.642907,13.23,NA,NA,NA,7.6,2.740009,NA,NA,NA,NA,8.5,7.486468,NA,NA,29.2,NA,12.55083,NA,NA,NA,13.5,11.9,9.915501,9.72963,6,NA,6.725816,6.216494,18.8,6.874074,NA,5.8,NA,11.2,NA,11.6,4.79439,NA,7.1,NA,NA,8.9,8.1,2.664234,10,NA,NA,NA,NA,NA,NA,NA,NA,2.8,7.210922,5.89,NA,9.6,11.8,4.667376,11.5,13.23589,NA,4.338432,2.7,NA,17.64,13.8,7.338655,NA,NA,NA,2.9,11,4.3,14.60124,NA,NA,NA
1999M07,6.491169,NA,6.718352,6.615517,8.459487,13.52,NA,NA,NA,7.6,2.669355,NA,NA,NA,NA,8.8,7.477217,NA,NA,29.2,NA,12.4036,NA,NA,NA,13.5,12.7,9.930571,9.614815,5.9,NA,6.728984,6.06297,19,7.040741,NA,5.5,NA,NA,NA,11.6,4.843232,NA,7,NA,NA,8.9,8.3,2.688944,9.9,NA,NA,NA,NA,NA,NA,NA,NA,2.9,7.110005,5.89,NA,9.2,12,4.37087,11.7,12.89589,NA,4.358725,3,NA,18.03,13.6,7.940402,NA,NA,NA,2.9,10.8,4.3,14.61813,NA,NA,NA
1999M08,6.391218,NA,6.823401,6.515462,8.169582,14.25,NA,NA,NA,7.4,2.588366,NA,NA,NA,NA,9,7.444488,NA,NA,29.2,NA,12.22573,NA,NA,NA,13.5,12.7,10.05822,9.503704,5.9,NA,6.650238,6.194522,19.2,7.018519,NA,5.3,NA,NA,NA,11.6,4.731873,NA,6.5,NA,NA,8.9,8.6,2.670252,9.9,NA,NA,NA,NA,NA,NA,NA,NA,3.1,6.972154,5.89,NA,9.2,12.3,4.252598,11.7,12.49979,NA,4.379315,3,NA,18.38,13.5,7.713614,NA,NA,NA,2.9,10.3,4.2,14.73291,NA,NA,NA
1999M09,6.309436,NA,7.092109,6.446959,7.849416,14.9,NA,NA,NA,7.5,2.512897,NA,NA,NA,NA,9.1,7.423141,NA,NA,29.2,NA,12.28866,NA,NA,NA,13.4,12.7,9.745104,9.381481,5.8,NA,6.587744,6.340292,19.3,6.940741,NA,5.4,NA,11.1,NA,11.6,4.604563,NA,5.7,NA,NA,8.9,9,2.602226,9.7,NA,NA,NA,NA,NA,NA,NA,NA,3.4,6.788219,5.89,NA,9.2,12.5,4.158361,11.8,12.5019,NA,4.400113,3,NA,18.55,13.3,7.768869,NA,NA,NA,2.9,11.3,4.2,15.94413,NA,NA,NA
1999M10,6.214809,NA,6.801087,6.323918,7.724553,15.3,NA,NA,NA,7.2,2.435903,NA,NA,NA,NA,9.1,7.341371,NA,NA,29.2,NA,12.27396,NA,NA,NA,13.2,12.8,10.16272,9.233333,5.8,NA,6.508115,6.318856,19.4,6.688889,NA,5.5,NA,NA,NA,11.6,4.6554,NA,5.5,NA,NA,8.9,9.3,2.563471,9.6,NA,NA,NA,NA,NA,NA,NA,NA,3.4,6.513442,5.89,NA,10.5,12.7,4.048925,11.7,12.43414,NA,4.419888,2.4,NA,18.7,12.9,7.662301,NA,NA,NA,3,11.4,4.1,15.45485,NA,NA,NA
1999M11,6.145315,NA,6.507767,6.385972,7.624768,15.82,NA,NA,NA,6.9,2.352772,NA,NA,NA,NA,9.1,7.265394,NA,NA,29.2,NA,12.25007,NA,NA,NA,13.1,12.8,9.981954,9.1,5.8,NA,6.453276,6.391288,19.4,6.588889,NA,5.5,NA,NA,NA,11.6,4.589734,NA,5.2,NA,NA,8.9,9.6,2.539222,9.3,NA,NA,NA,NA,NA,NA,NA,NA,3.4,6.376473,5.89,NA,10.5,12.9,4.028304,11.6,12.33876,NA,4.421816,2.4,NA,18.91,12.9,7.719439,NA,NA,NA,2.9,11.7,4.1,14.05518,NA,NA,NA
1999M12,6.099648,NA,6.736059,6.214176,7.514349,15.97,NA,NA,NA,6.8,2.33766,NA,NA,NA,NA,9.1,7.204473,NA,NA,29.2,NA,12.18692,NA,NA,NA,12.9,12.8,9.913185,8.966667,5.9,NA,6.420635,6.254084,19.5,6.522222,NA,5.4,NA,10.9,NA,11.6,4.68109,NA,5.2,NA,NA,8.9,9.8,2.506929,9.2,NA,NA,NA,NA,NA,NA,NA,NA,3.4,6.327892,5.89,NA,10.5,13.1,4.047174,11.7,12.16852,NA,4.448809,2.4,NA,18.96,12.8,7.591758,NA,NA,NA,3,11.7,4,13.02089,NA,NA,NA
2000M01,6.062723,NA,6.70756,6.434281,7.421588,16.53,NA,NA,NA,6.8,2.126877,NA,2.986098,NA,4.6,9.2,7.090724,NA,NA,29.5,NA,12.08238,NA,NA,NA,12.8,15.6,10.08102,8.833333,5.8,NA,6.388676,6.066062,19.7,6.503704,NA,5,NA,NA,NA,13.9,4.677084,NA,5.1,NA,NA,7.6,10.1,2.489593,9,NA,9.257044,NA,NA,NA,NA,NA,NA,3.4,6.438452,7.82,NA,10.3,13.1,4.221666,11.6,11.98728,NA,4.470887,2.8,NA,18.64,12.9,7.308286,NA,NA,NA,2.9,11.9,4,13.77155,NA,NA,NA
2000M02,6.062074,NA,6.620837,6.238382,7.193914,17.32,NA,NA,NA,6.9,2.041075,NA,3.004111,NA,4.8,9.3,7.014383,NA,NA,29.5,3.370093,11.96264,NA,NA,NA,12.4,15.6,11.0032,8.7,5.8,NA,6.397814,5.886685,19.8,6.492593,NA,4.9,NA,NA,NA,13.9,4.822819,NA,4.8,NA,NA,7.6,10.4,2.483787,8.9,NA,8.82738,NA,NA,NA,NA,NA,NA,3.4,6.468325,7.82,NA,10.3,13.3,4.229661,11.4,11.74269,NA,4.494824,2.8,NA,18.54,12.7,7.232391,NA,NA,NA,2.9,12,4.1,14.96608,NA,NA,NA
2000M03,5.970969,NA,6.591582,6.004546,6.955367,17.99,NA,NA,NA,6.9,1.967364,NA,3.023192,NA,5.1,9.3,7.038268,NA,NA,29.5,3.387896,11.56563,NA,NA,NA,12.2,15.6,10.62567,8.566667,5.7,NA,6.316797,5.589341,20,6.503704,NA,4.8,NA,10.7,NA,13.9,4.849039,NA,4.5,NA,NA,7.6,10.7,2.545647,8.7,NA,8.024549,NA,NA,NA,NA,NA,NA,3.3,6.451538,7.82,NA,10.3,13.3,4.189231,11.2,11.12492,NA,4.501624,2.8,NA,18.61,12.5,6.866978,NA,NA,NA,2.9,12.2,4,14.52869,NA,NA,NA
2000M04,5.831817,NA,6.349346,5.871404,6.843036,18.38,NA,NA,NA,6.7,1.903838,NA,3.017779,NA,5.4,9.1,6.99744,NA,NA,29.5,3.443415,11.47207,NA,NA,NA,12,13.7,9.837541,8.418519,5.6,NA,6.201915,5.39302,20.2,6.625926,NA,4.8,NA,NA,NA,13.9,4.819272,NA,4.4,NA,NA,7.6,10.9,2.455158,8.8,NA,8.593795,NA,NA,NA,NA,NA,NA,3.2,6.369752,7.82,NA,11.4,13.5,4.004759,11.3,10.86373,NA,4.518444,3.4,NA,18.75,12.4,6.525497,NA,NA,NA,2.9,12.6,3.8,14.1009,NA,NA,NA
2000M05,5.81548,NA,6.318584,5.856163,6.756113,18.69,NA,NA,NA,6.6,1.827268,NA,3.0225,NA,5.3,8.9,6.921812,NA,NA,29.5,3.447819,11.41325,NA,NA,NA,11.9,13.7,9.567884,8.296296,5.5,NA,6.199392,5.045095,20.4,6.614815,NA,4.7,NA,NA,NA,13.9,4.614017,NA,4.3,NA,NA,7.6,11.3,2.447554,8.5,NA,8.514089,NA,NA,NA,NA,NA,NA,3,6.302626,7.82,NA,11.4,13.7,3.957272,11.4,10.68668,NA,4.536977,3.4,NA,18.93,12.2,5.707344,NA,NA,NA,2.9,13.4,4,13.88292,NA,NA,NA
2000M06,5.787113,NA,6.076543,5.713291,6.770321,18.67,NA,NA,NA,6.7,1.802986,NA,3.02451,NA,4.8,8.7,6.858676,NA,NA,29.5,3.449694,11.32722,NA,NA,NA,11.9,13.7,9.935513,8.185185,5.3,NA,6.180417,5.104286,20.4,6.559259,NA,4.6,NA,10.9,NA,13.9,4.681297,NA,4.1,NA,NA,7.6,11.7,2.432083,8.4,NA,8.484624,NA,NA,NA,NA,NA,NA,3,6.223746,7.82,NA,11.4,13.8,3.953679,11.4,10.53018,NA,4.557328,3.4,NA,19.07,12.2,6.205647,NA,NA,NA,2.9,14.2,4,14.43684,NA,NA,NA
2000M07,5.771882,NA,5.991805,5.644089,6.81939,18.79,NA,NA,NA,6.8,1.77769,NA,2.998396,NA,4.6,8.6,6.880921,NA,NA,29.5,3.452861,11.35462,NA,NA,NA,11.9,14.4,9.052437,8.1,5.3,NA,6.177022,4.97846,20.6,6.385185,NA,4.5,NA,NA,NA,13.9,4.640691,NA,4.1,NA,NA,7.6,12.1,2.356669,8.3,NA,8.572824,NA,NA,NA,NA,NA,NA,3.1,6.127432,7.82,NA,11.9,14.1,4.098768,11.3,10.50568,NA,4.579173,2,NA,19.22,12.1,6.584376,NA,NA,NA,2.9,13.8,4,14.61795,NA,NA,24.41497
2000M08,5.807219,NA,6.050407,5.621085,7.06568,18.63,NA,NA,NA,7,1.737327,NA,2.992615,NA,4.7,8.5,6.833581,NA,NA,29.5,3.447467,11.25727,NA,NA,NA,11.8,14.4,9.386882,8,5.3,NA,6.21847,4.92423,20.8,6.296296,NA,4.4,NA,NA,NA,13.9,4.653875,NA,4.3,NA,NA,7.6,12.3,2.335443,8.2,NA,8.546737,NA,NA,NA,NA,NA,NA,3.3,6.038366,7.82,NA,11.9,14.3,4.082243,11.3,10.30843,NA,4.601838,2,24.4926,17.67,11.9,6.669397,NA,NA,NA,3,13.9,4.1,14.10487,NA,NA,24.4926
2000M09,5.720377,NA,5.986672,5.488478,6.910069,18.44,NA,NA,NA,6.9,1.692794,NA,3.006149,NA,4.8,8.5,6.79921,NA,NA,29.5,3.460095,11.1388,NA,NA,NA,11.7,14.4,9.82023,7.9,5.4,NA,6.14829,4.760722,21,6.218519,NA,4.2,NA,11,NA,13.9,4.698657,NA,4.4,NA,NA,7.6,12.3,2.303332,8.1,NA,8.480554,NA,NA,NA,NA,NA,NA,3.3,5.94925,7.82,NA,11.9,14.5,4.019186,11.1,10.10662,NA,4.625407,2,24.38797,17.51,11.9,5.830447,NA,NA,NA,3,13.8,3.9,12.88009,NA,NA,24.38797
2000M10,5.673183,NA,6.067794,5.681594,6.754442,18.32,NA,NA,NA,7,1.665422,NA,2.962228,NA,4.8,8.4,6.716854,NA,NA,29.5,3.380571,11.0027,NA,NA,NA,11.7,14.6,9.542177,7.8,5.3,NA,6.116857,4.686441,21.3,6.181481,NA,4,NA,NA,NA,13.9,4.66182,NA,4.1,NA,NA,7.6,12.1,2.258086,8.1,NA,8.430443,NA,NA,NA,6.851417,NA,NA,3.2,5.906838,7.82,NA,11.2,14.7,3.7449,11.1,9.840643,NA,4.649244,2.2,24.52443,17.22,11.8,5.947856,NA,NA,NA,3.1,14.4,3.9,13.90303,NA,NA,24.52443
2000M11,5.651205,NA,6.296231,5.623141,6.609125,17.92,NA,NA,NA,6.9,1.633651,NA,2.970814,NA,4.7,8.4,6.706927,NA,NA,29.5,3.388582,10.80857,NA,NA,NA,11.5,14.6,9.296689,7.7,5.2,NA,6.104662,4.546427,21.5,6.103704,NA,3.9,NA,NA,NA,13.9,4.68128,NA,4.2,NA,NA,7.6,12.2,2.242111,8,NA,8.240178,NA,NA,NA,6.478993,NA,NA,3.3,5.773905,7.82,NA,11.2,14.9,3.716137,10.9,9.533093,NA,4.64929,2.2,24.61418,17.38,11.8,5.828226,NA,NA,NA,3.2,14.2,3.9,14.11205,NA,NA,24.61418
2000M12,5.631166,NA,6.219525,5.469119,6.391381,17.87,NA,NA,NA,6.8,1.636056,NA,2.997983,NA,4.6,8.3,6.636295,NA,NA,29.5,3.413931,10.75514,NA,NA,NA,11.2,14.6,9.139945,7.6,5.2,NA,6.095304,4.446208,21.5,6.014815,NA,4,NA,11,NA,13.9,4.778306,NA,4.4,NA,NA,7.6,12.3,2.224553,7.9,NA,7.978194,NA,NA,NA,6.228502,NA,NA,3.4,5.669678,7.82,NA,11.2,15.1,3.750988,10.4,9.478659,NA,4.676019,2.2,24.66043,17.64,11.8,5.301407,NA,NA,NA,3.4,14.4,3.9,12.47765,NA,NA,24.66043
2001M01,5.726867,NA,6.044416,5.88526,6.197705,17.85,NA,NA,NA,6.9,1.658064,NA,2.982966,14.59712,4.2,8.3,6.693261,NA,NA,27.3,3.454983,10.61241,NA,NA,NA,10.8,13.6,9.347677,7.47037,5.2,NA,6.172451,4.392234,21.4,5.87037,NA,4,NA,NA,NA,14.7,4.776377,11.8,4.5,NA,NA,7.9,12.4,2.149862,7.8,NA,7.074324,NA,NA,NA,6.182272,NA,NA,3.4,5.525034,7.82,NA,12.2,15,3.978321,9.9,9.383922,NA,4.516989,1.9,24.53014,18.72,11.8,5.97411,4.3,NA,NA,3.6,14.6,4.2,13.73342,NA,NA,24.53014
2001M02,5.724566,NA,6.528785,5.875448,6.07494,17.88,NA,NA,NA,7,1.603713,NA,3.004364,15.61748,3.8,8.2,6.754385,NA,NA,27.3,3.463931,10.50954,NA,NA,NA,10.7,13.6,9.527611,7.392593,5.1,NA,6.174781,4.426873,21.4,5.792593,NA,4,NA,NA,NA,14.7,4.715928,11.6,4.6,NA,NA,7.9,12.4,2.216492,7.8,NA,7.432068,NA,NA,NA,6.150161,NA,NA,3.4,5.472373,7.82,NA,12.2,15.1,4.04222,9.5,9.253406,NA,4.5426,1.9,24.54768,18.54,11.7,5.925035,4.07,NA,NA,3.7,14.7,4.2,13.27567,NA,6.522929,24.54768
2001M03,5.74546,NA,6.509907,5.841997,6.241142,17.77,NA,NA,NA,7.1,1.587654,NA,3.026179,16.28495,3.7,8.2,6.762073,NA,NA,27.3,3.472814,10.54218,NA,NA,NA,10.5,13.6,9.067181,7.337037,5,NA,6.207133,4.47636,21.4,5.737037,NA,3.9,NA,10.6,NA,14.7,4.762224,12.2,4.6,NA,NA,7.9,12.5,2.155013,7.8,NA,7.29055,NA,NA,NA,6.230856,NA,NA,3.2,5.434493,7.82,8.704657,12.2,15.4,4.076564,9.2,9.217132,NA,4.544065,1.9,24.58201,18.36,11.7,5.924848,3.83,NA,NA,4,15.1,4.3,13.27399,NA,6.549433,24.58201
2001M04,5.747613,NA,6.837102,5.804094,6.446844,17.97,NA,NA,NA,7.1,1.588845,NA,3.010002,13.96915,4,8.2,6.741981,NA,NA,27.3,3.38434,10.38605,NA,NA,NA,10.4,13.4,9.111556,7.303704,4.9,NA,6.217335,4.521361,21.3,5.733333,NA,3.9,NA,NA,NA,14.7,4.813301,9.8,4,NA,NA,7.9,12.6,2.257735,7.8,NA,7.425114,NA,NA,NA,6.584863,NA,NA,3.2,5.459103,7.82,9.060885,11,15.6,4.060421,9.2,9.152267,NA,4.56418,2.2,24.63583,18.22,11.7,5.828582,3.56,NA,NA,4.2,15.1,4.4,13.90521,NA,6.458471,24.63583
2001M05,5.734057,NA,6.807847,5.872536,6.695109,17.63,NA,NA,NA,7,1.602212,NA,3.018485,15.20724,4.3,8.1,6.726351,NA,NA,27.3,3.397448,10.41609,NA,NA,NA,10.6,13.4,9.006071,7.292593,5,NA,6.223125,4.52516,21.4,5.7,NA,4,NA,NA,NA,14.7,4.923188,10.2,3.9,NA,NA,7.9,12.6,2.121745,7.8,NA,7.451336,NA,NA,NA,6.679569,NA,NA,3.2,5.436808,7.82,9.189591,11,16,4.070188,9.1,9.082973,NA,4.585021,2.2,24.38708,17.85,11.6,5.963858,3.69,NA,NA,4.36,15.3,4.3,13.13878,NA,6.474416,24.38708
2001M06,5.823029,NA,6.872034,5.956321,6.478796,17.56,NA,NA,NA,7.2,1.615366,NA,3.024248,14.93706,4.2,8.1,6.838128,NA,NA,27.3,3.35844,10.37308,NA,NA,NA,10.5,13.4,9.010931,7.303704,5,NA,6.310814,4.584786,21.4,5.666667,NA,4.1,NA,11,NA,14.7,4.985027,10.1,3.8,NA,NA,7.9,12.7,2.199589,7.8,NA,7.469477,NA,NA,NA,6.674428,NA,NA,3.4,5.387724,7.82,9.859898,11,16.1,4.078032,8.9,9.02674,NA,4.606923,2.2,24.73696,17.92,11.5,5.972763,2.67,NA,NA,4.53,16,4.5,13.01886,NA,6.483149,24.73696
2001M07,5.876541,NA,6.87203,6.010304,6.189876,17.27,NA,NA,NA,7.1,1.644749,NA,3.396893,15.06473,3.8,8.1,6.867592,NA,NA,27.3,3.685173,10.37336,NA,NA,NA,10.5,12.9,8.830317,7.366667,5.1,NA,6.36747,4.545759,21.5,5.603704,NA,4.3,NA,NA,NA,14.7,5.064112,10,3.8,NA,NA,7.9,12.6,2.24398,7.8,NA,7.487414,NA,NA,NA,6.360721,NA,NA,3.4,5.310018,7.82,10.07317,10.6,16.3,4.065915,8.8,9.014211,NA,4.62968,2.9,27.38304,18.02,11.5,5.39515,3.1,NA,NA,4.71,15.7,4.6,12.71675,NA,6.735517,27.38304
2001M08,6.008418,NA,6.803004,6.182755,6.240344,17.22,NA,NA,NA,7.2,1.668495,NA,3.395874,14.6623,3.7,8.3,6.928782,NA,NA,27.3,3.667846,10.34917,NA,NA,NA,10.6,12.9,8.87253,7.4,5.1,NA,6.499555,4.805451,21.5,5.592593,NA,4.4,NA,NA,NA,14.7,5.073323,9.9,3.8,NA,NA,7.9,12.5,2.22327,7.8,NA,7.446283,NA,NA,NA,6.313244,NA,NA,3.5,5.314417,7.82,9.733161,10.6,16.6,4.070989,8.8,8.909255,NA,4.653446,2.9,27.52104,18.18,11.3,5.454191,2.72,NA,NA,4.82,15.4,4.9,13.8187,NA,6.766655,27.52104
2001M09,6.091304,NA,6.867965,6.183324,6.649359,17.11,NA,NA,NA,7.2,1.685296,NA,3.413191,14.80192,3.8,8.2,7.009811,NA,NA,27.3,3.723338,10.38143,NA,NA,NA,10.5,12.9,9.462134,7.433333,5.1,NA,6.584725,5.216093,21.7,5.603704,NA,4.4,NA,12,NA,14.7,5.295208,9.9,3.7,NA,NA,7.9,12.5,2.105259,7.8,NA,7.368038,NA,NA,NA,6.323076,NA,NA,3.6,5.367763,7.82,10.1256,10.6,16.8,4.081528,8.8,8.912372,NA,4.678815,2.9,27.43533,18.35,11.4,5.771528,3.65,NA,NA,5.05,15.3,5,13.38863,NA,6.827694,27.43533
2001M10,6.238675,NA,7.255384,6.346303,7.255551,17.18,NA,NA,NA,7.3,1.800134,NA,3.556061,15.09774,4,8,7.144278,NA,NA,27.3,3.825736,10.28569,NA,NA,NA,10.5,12.1,8.919884,7.481481,5.1,NA,6.727486,5.488028,21.6,5.696296,NA,4.4,NA,NA,NA,14.7,5.249059,9.8,3.7,NA,NA,7.9,12.5,2.253347,7.9,NA,7.250997,NA,NA,NA,6.303743,NA,NA,3.7,5.612089,7.82,10.08501,10.8,17,4.064956,8.5,8.744588,NA,4.706346,3.7,27.56059,18.41,11.4,6.195038,2.86,NA,NA,5.17,14.9,5.3,13.30962,NA,6.929513,27.56059
2001M11,6.346169,NA,6.953585,6.520781,7.28431,17.36,NA,NA,NA,7.5,1.924519,NA,3.570015,14.72403,3.9,7.9,7.133662,NA,NA,27.3,3.843243,10.20411,NA,NA,NA,10.6,12.1,9.453665,7.503704,5.2,NA,6.834746,5.879959,21.6,5.707407,NA,4.4,NA,NA,NA,14.7,5.391007,10,3.7,NA,NA,7.9,12.6,2.236255,7.8,NA,7.088664,NA,NA,NA,6.488413,NA,NA,3.6,5.573342,7.82,9.561242,10.8,17.2,4.109194,8.5,8.525881,NA,4.706335,3.7,27.6484,18.34,11.5,5.770755,2.98,NA,NA,5.26,15.2,5.5,13.2446,NA,6.955292,27.6484
2001M12,6.457739,NA,6.829553,6.650383,7.326349,17.3,NA,NA,NA,8.1,2.024015,NA,3.603059,14.84506,3.6,7.8,7.215537,NA,NA,27.3,3.851232,10.08883,NA,NA,NA,10.7,12.1,8.994978,7.514815,5.2,NA,6.950432,6.215544,22,5.696296,NA,4.4,NA,12.9,NA,14.7,5.423027,10.4,3.7,NA,NA,7.9,12.5,2.22667,7.8,NA,6.894383,NA,NA,NA,6.783534,NA,NA,3.6,5.540746,7.82,8.191877,10.8,17.5,4.167867,8.7,8.177617,NA,4.728448,3.7,27.69603,18.29,11.6,5.830363,2.49,NA,NA,5.34,15,5.7,13.40457,NA,6.974503,27.69603
2002M01,6.463675,23.11113,6.951239,6.737474,7.391482,17.21,NA,NA,NA,8,2.152912,NA,3.676182,15.60284,3.3,7.6,7.275546,NA,NA,25.9,3.933967,10.48305,NA,NA,NA,11.1,11.4,9.284253,7.5,5.1,NA,7.04781,6.613728,22.3,5.603704,NA,4.4,NA,NA,NA,15.3,5.267653,9.9,3.7,NA,NA,8.8,12.4,2.344653,8.8,NA,6.252424,NA,NA,NA,7.746673,NA,NA,3.6,5.393324,8.27,9.573649,10.9,19.4,4.25393,11.9,7.987873,NA,5.149893,3.6,27.52531,18.47,11.6,5.809417,2.79,NA,NA,5.35,15.3,5.7,14.17752,NA,7.108806,27.52531
